class_id,representative,class_size,elements,units_used,theoretical_case,notes
1064,23530/6561,1,23530/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1065,23534/6561,1,23534/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1066,23674/6561,1,23674/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1067,23678/6561,1,23678/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1068,23683/6561,1,23683/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1069,23687/6561,1,23687/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1070,23704/19683,1,23704/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1071,23740/19683,1,23740/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1072,23786/6561,1,23786/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1073,23827/6561,1,23827/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1074,23854/6561,1,23854/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1075,23930/6561,1,23930/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1076,23932/19683,1,23932/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1077,23939/6561,1,23939/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1078,23944/19683,1,23944/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1079,23971/19683,1,23971/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1080,23998/6561,1,23998/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1081,24007/6561,1,24007/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1082,24080/59049,1,24080/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1083,24083/6561,1,24083/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1084,24110/6561,1,24110/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1085,24136/19683,1,24136/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1086,24151/6561,1,24151/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1087,24163/19683,1,24163/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1088,24250/6561,1,24250/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1089,24254/6561,1,24254/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1090,24259/6561,1,24259/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1091,24263/6561,1,24263/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1092,24268/19683,1,24268/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1093,24280/19683,1,24280/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1094,24352/59049,1,24352/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1095,24403/6561,1,24403/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1096,24407/6561,1,24407/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1097,24472/19683,1,24472/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1098,24506/6561,1,24506/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1099,24512/59049,1,24512/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1100,24515/6561,1,24515/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1101,24574/6561,1,24574/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1102,24583/6561,1,24583/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1103,24595/19683,1,24595/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1104,24659/6561,1,24659/6561,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1105,24700/19683,1,24700/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1106,24712/19683,1,24712/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
